location_code,location_name,week_start,cells,cells_log10,t_days,t_years
CPP,Cal Poly Pier,2016-01-25,0.0,0.0,2723,7.455167693360712
CPP,Cal Poly Pier,2016-02-01,0.0,0.0,2730,7.474332648870637
CPP,Cal Poly Pier,2016-02-08,0.0,0.0,2737,7.493497604380561
CPP,Cal Poly Pier,2016-02-15,0.0,0.0,2744,7.512662559890486
CPP,Cal Poly Pier,2016-02-22,0.0,0.0,2751,7.531827515400411
CPP,Cal Poly Pier,2016-02-29,0.0,0.0,2758,7.5509924709103355
CPP,Cal Poly Pier,2016-03-07,0.0,0.0,2765,7.57015742642026
CPP,Cal Poly Pier,2016-03-14,533.0767,2.727603631550572,2772,7.5893223819301845
CPP,Cal Poly Pier,2016-03-21,0.0,0.0,2779,7.60848733744011
CPP,Cal Poly Pier,2016-03-28,28786.1426,4.459198559124737,2786,7.627652292950034
CPP,Cal Poly Pier,2016-04-04,0.0,0.0,2793,7.646817248459959
CPP,Cal Poly Pier,2016-04-11,0.0,0.0,2800,7.665982203969883
